1,83516,Brčko
2,23734,Bosansko-podrinjski
3,84127,Kanton 10
4,254686,Srednjobosanski
5,222007,Hercegovačko-neretvanski
6,43453,Bosansko-posavski
7,413593,Sarajevski
8,445028,Tuzlanski
9,273261,Unsko-sanski
10,94898,Zapadnohercegovački
11,364433,Zeničko-dobojski
12,185042,Banja Luka
13,107715,Bijeljina
14,71441,Doboj
15,18288,Foča
16,10642,Istočno Sarajevo
17,29198,Trebinje
18,11467,Vlasenica
