ID,ISO,NAME_0,ISONEW,Colony
544,LIE,Liechtenstein,,
545,LIE,Liechtenstein,,
546,LIE,Liechtenstein,,
547,LIE,Liechtenstein,,
548,LIE,Liechtenstein,,
549,LIE,Liechtenstein,,
550,LIE,Liechtenstein,,
551,LSO,Lesotho,,
552,LSO,Lesotho,,
553,LSO,Lesotho,,
554,LSO,Lesotho,,
555,LSO,Lesotho,,
556,LSO,Lesotho,,
557,LSO,Lesotho,,
558,LSO,Lesotho,,
559,LSO,Lesotho,,
560,LSO,Lesotho,,
561,MAC,Macao,,
562,MDA,Moldova,,
563,MDA,Moldova,,
564,MDA,Moldova,,
565,MDA,Moldova,,
566,MDA,Moldova,,
567,MDA,Moldova,,
568,MDA,Moldova,,
569,MDA,Moldova,,
570,MDA,Moldova,,
571,MDA,Moldova,,
572,MDA,Moldova,,
573,MDA,Moldova,,
574,MDA,Moldova,,
575,MDA,Moldova,,
576,MDA,Moldova,,
577,MDA,Moldova,,
578,MDA,Moldova,,
579,MDA,Moldova,,
580,MDA,Moldova,,
581,MDA,Moldova,,
582,MDA,Moldova,,
583,MDA,Moldova,,
584,MDA,Moldova,,
585,MDA,Moldova,,
586,MDA,Moldova,,
587,MDA,Moldova,,
588,MDA,Moldova,,
589,MDA,Moldova,,
590,MDA,Moldova,,
591,MDA,Moldova,,
592,MDA,Moldova,,
593,MDA,Moldova,,
594,MDA,Moldova,,
595,MDA,Moldova,,
596,MDA,Moldova,,
597,MDA,Moldova,,
598,MDA,Moldova,,
599,MNE,Montenegro,,
600,MNE,Montenegro,,
601,MNE,Montenegro,,
602,MNE,Montenegro,,
603,MNE,Montenegro,,
604,MNE,Montenegro,,
605,MNE,Montenegro,,
606,MNE,Montenegro,,
607,MNE,Montenegro,,
608,MNE,Montenegro,,
609,MNE,Montenegro,,
610,MNE,Montenegro,,
611,MNE,Montenegro,,
612,MNE,Montenegro,,
613,MNE,Montenegro,,
614,MNE,Montenegro,,
615,MNE,Montenegro,,
616,MNE,Montenegro,,
617,MNE,Montenegro,,
618,MNE,Montenegro,,
619,MNE,Montenegro,,
620,MNP,Northern Mariana Islands,,
621,MNP,Northern Mariana Islands,,
622,MNP,Northern Mariana Islands,,
623,MNP,Northern Mariana Islands,,
624,MUS,Mauritius,,
625,MUS,Mauritius,,
626,MUS,Mauritius,,
627,MUS,Mauritius,,
628,MUS,Mauritius,,
629,MUS,Mauritius,,
630,MUS,Mauritius,,
631,MUS,Mauritius,,
632,MUS,Mauritius,,
633,MUS,Mauritius,,
634,MUS,Mauritius,,
635,MUS,Mauritius,,
636,NIU,Niue,,
637,NLD,Netherlands,,
638,NLD,Netherlands,,
639,PLW,Palau,,
640,PLW,Palau,,
641,PLW,Palau,,
642,PLW,Palau,,
643,PLW,Palau,,
644,PLW,Palau,,
645,PLW,Palau,,
646,PLW,Palau,,
647,PLW,Palau,,
648,PLW,Palau,,
649,PLW,Palau,,
650,PLW,Palau,,
651,PLW,Palau,,
652,PRI,Puerto Rico,,
