ID,ISO,NAME_0,HASC_1,ISONEW,Colony
3077030,DEU,Germany,DE.HE,DEU,DEU
3077034,CHE,Switzerland,CH.BE,CHE,CHE
3077035,CHE,Switzerland,CH.JU,CHE,CHE
3077036,FRA,France,,FRA,FRA
3077037,FRA,France,,FRA,FRA
3077038,FRA,France,,FRA,FRA
3077039,FRA,France,,FRA,FRA
3077040,CHE,Switzerland,CH.BE,CHE,CHE
3077041,CHE,Switzerland,CH.JU,CHE,CHE
3077042,FRA,France,,FRA,FRA
3077043,FRA,France,,FRA,FRA
3077044,FRA,France,,FRA,FRA
3077045,FRA,France,,FRA,FRA
3077046,FRA,France,,FRA,FRA
3077047,BGR,Bulgaria,BG.KY,BGR,BGR
3077048,KO-,Kosovo,,SRB,KO-
3077049,KO-,Kosovo,,KO-,KO-
3077050,MKD,Macedonia,,SRB,MKD
3077051,MKD,Macedonia,,SRB,MKD
3077052,MKD,Macedonia,,SRB,MKD
3077053,SRB,Serbia,RS.JA,AUH,SRB
3077054,SRB,Serbia,RS.PC,SRB,SRB
3077055,BGR,Bulgaria,BG.MT,BGR,BGR
3077057,KO-,Kosovo,,SRB,KO-
3077058,MKD,Macedonia,,SRB,MKD
3077059,MKD,Macedonia,,SRB,MKD
3077060,MKD,Macedonia,,SRB,MKD
3077061,MKD,Macedonia,,SRB,MKD
3077062,MKD,Macedonia,,SRB,MKD
3077063,MKD,Macedonia,,SRB,MKD
3077064,MKD,Macedonia,,SRB,MKD
3077066,SRB,Serbia,RS.BO,SRB,SRB
3077067,SRB,Serbia,RS.JA,SRB,SRB
3077068,SRB,Serbia,RS.NS,SRB,SRB
3077069,SRB,Serbia,RS.PC,SRB,SRB
3077070,SRB,Serbia,RS.PI,SRB,SRB
3077071,SRB,Serbia,RS.ZJ,SRB,SRB
3077072,BGR,Bulgaria,BG.KY,BGR,BGR
3077073,BGR,Bulgaria,BG.PN,BGR,BGR
3077074,BGR,Bulgaria,BG.SF,BGR,BGR
3077075,GRC,Greece,GR.MW,GRC,GRC
3077077,EST,Estonia,EE.IV,EST,EST
3077078,EST,Estonia,EE.JN,EST,EST
3077079,EST,Estonia,EE.PL,EST,EST
3077080,EST,Estonia,EE.TA,EST,EST
3077081,RUS,Russia,RU.BL,RUS,RUS
3077082,RUS,Russia,RU.BR,RUS,RUS
3077083,RUS,Russia,RU.KG,RUS,RUS
3077084,RUS,Russia,RU.KD,RUS,RUS
3077085,RUS,Russia,RU.KS,RUS,RUS
3077086,RUS,Russia,RU.LP,RUS,RUS
3077087,RUS,Russia,RU.MS,RUS,RUS
3077088,RUS,Russia,RU.NG,RUS,RUS
3077089,RUS,Russia,RU.OL,RUS,RUS
3077092,RUS,Russia,RU.TL,RUS,RUS
3077093,RUS,Russia,RU.TV,RUS,RUS
3077095,RUS,Russia,RU.VR,RUS,RUS
3077097,UKR,Ukraine,UA.DT,UKR,UKR
3077098,UKR,Ukraine,UA.KK,UKR,UKR
3077099,UKR,Ukraine,UA.KV,UKR,UKR
3077100,UKR,Ukraine,UA.LH,UKR,UKR
3077101,UKR,Ukraine,UA.PL,UKR,UKR
3077102,UKR,Ukraine,UA.SM,UKR,UKR
3077103,BLR,Belarus,BY.MA,BLR,BLR
3077104,BLR,Belarus,BY.MI,BLR,BLR
3077105,RUS,Russia,RU.PS,RUS,RUS
3077108,BLR,Belarus,BY.MI,BLR,BLR
3077109,BLR,Belarus,BY.VI,BLR,BLR
3077110,LVA,Latvia,L,LVA,LVA
3077111,RUS,Russia,RU.LN,RUS,RUS
3077112,RUS,Russia,RU.LN,RUS,RUS
3077113,RUS,Russia,RU.LN,RUS,RUS
3077114,RUS,Russia,RU.LN,RUS,RUS
3077115,RUS,Russia,RU.LN,RUS,RUS
3077116,RUS,Russia,RU.LN,RUS,RUS
3077117,RUS,Russia,RU.LN,RUS,RUS
3077118,RUS,Russia,RU.PS,RUS,RUS
3077119,FRA,France,,FRA,FRA
3077120,FRA,France,,FRA,FRA
3077121,FRA,France,,FRA,FRA
3077122,FRA,France,,FRA,FRA
3077123,FRA,France,,FRA,FRA
3077124,FRA,France,,FRA,FRA
3077125,FRA,France,,FRA,FRA
3077126,FRA,France,,FRA,FRA
3077127,BEL,Belgium,BE.HT,BEL,BEL
3077128,BEL,Belgium,BE.WV,BEL,BEL
3077129,FRA,France,,FRA,FRA
3077130,BEL,Belgium,BE.HT,BEL,BEL
3077131,BEL,Belgium,BE.WV,BEL,BEL
3077132,FRA,France,,FRA,FRA
3077133,CHN,China,CN.SD,CHN,CHN
3077134,CHN,China,CN.SD,CHN,CHN
3077135,QAT,Qatar,QA.JB,QAT,QAT
3077136,ROU,Romania,RO.BN,AUH,ROU
3077137,ROU,Romania,RO.HR,AUH,ROU
3077138,ROU,Romania,RO.MM,ROU,ROU
3077139,ROU,Romania,RO.MS,AUH,ROU
3077140,ROU,Romania,RO.NT,ROU,ROU
3077141,GRC,Greece,GR.AT,GRC,GRC
3077142,GRC,Greece,GR.PP,GRC,GRC
3077143,GRC,Greece,GR.AN,GRC,GRC
3077144,ITA,Italy,,ITA,ITA
3077145,CHN,China,CN.SD,CHN,CHN
3077146,CHN,China,CN.SD,CHN,CHN
3077148,BIH,Bosnia and Herzegovina,BA.SR,AUH,BIH
3077149,KO-,Kosovo,,SRB,KO-
3077150,KO-,Kosovo,,SRB,KO-
3077151,KO-,Kosovo,RS.KM,SRB,KO-
3077152,KO-,Kosovo,RS.PE,SRB,KO-
3077153,KO-,Kosovo,,SRB,KO-
3077154,KO-,Kosovo,RS.PZ,SRB,KO-
3077155,KO-,Kosovo,,SRB,KO-
3077156,MKD,Macedonia,,SRB,MKD
3077157,MKD,Macedonia,,SRB,MKD
3077158,MKD,Macedonia,,SRB,MKD
3077159,MNE,Montenegro,ME.BE,MNE,MNE
3077160,MNE,Montenegro,ME.BP,MNE,MNE
3077161,MNE,Montenegro,ME.PL,MNE,MNE
3077162,MNE,Montenegro,ME.RO,MNE,MNE
3077163,SRB,Serbia,RS.MR,SRB,SRB
3077164,SRB,Serbia,RS.PC,SRB,SRB
3077165,SRB,Serbia,RS.RS,SRB,SRB
3077166,SRB,Serbia,RS.ZL,SRB,SRB
3077167,AFG,Afghanistan,AF.BD,AFG,AFG
3077168,AFG,Afghanistan,AF.BG,AFG,AFG
3077169,AFG,Afghanistan,AF.BL,AFG,AFG
3077170,AFG,Afghanistan,AF.BK,AFG,AFG
3077171,AFG,Afghanistan,AF.BM,AFG,AFG
3077172,AFG,Afghanistan,AF.FH,AFG,AFG
3077173,AFG,Afghanistan,AF.FB,AFG,AFG
3077174,AFG,Afghanistan,AF.GZ,AFG,AFG
3077175,AFG,Afghanistan,AF.GR,AFG,AFG
3077176,AFG,Afghanistan,AF.HM,AFG,AFG
3077177,AFG,Afghanistan,AF.HR,AFG,AFG
3077178,AFG,Afghanistan,AF.JW,AFG,AFG
3077179,AFG,Afghanistan,AF.KB,AFG,AFG
3077180,AFG,Afghanistan,AF.KD,AFG,AFG
3077181,AFG,Afghanistan,AF.KP,AFG,AFG
3077182,AFG,Afghanistan,AF.KT,AFG,AFG
3077183,AFG,Afghanistan,AF.KR,AFG,AFG
3077184,AFG,Afghanistan,AF.KZ,AFG,AFG
3077185,AFG,Afghanistan,AF.LA,AFG,AFG
3077186,AFG,Afghanistan,AF.LW,AFG,AFG
3077187,AFG,Afghanistan,AF.NG,AFG,AFG
3077188,AFG,Afghanistan,AF.NM,AFG,AFG
3077189,AFG,Afghanistan,AF.NR,AFG,AFG
3077190,AFG,Afghanistan,AF.PK,AFG,AFG
3077191,AFG,Afghanistan,AF.PT,AFG,AFG
3077192,AFG,Afghanistan,AF.PV,AFG,AFG
3077193,AFG,Afghanistan,AF.SM,AFG,AFG
3077194,AFG,Afghanistan,AF.SP,AFG,AFG
3077196,AFG,Afghanistan,AF.OZ,AFG,AFG
3077197,AFG,Afghanistan,AF.VR,AFG,AFG
3077198,AFG,Afghanistan,AF.ZB,AFG,AFG
3077199,AGO,Angola,AO.BO,AGO,AGO
3077200,AGO,Angola,AO.BG,AGO,AGO
3077201,AGO,Angola,AO.BI,AGO,AGO
3077202,AGO,Angola,AO.CB,AGO,AGO
3077204,AGO,Angola,AO.CN,AGO,AGO
3077205,AGO,Angola,AO.CS,AGO,AGO
3077206,AGO,Angola,AO.CU,AGO,AGO
3077207,AGO,Angola,AO.HM,AGO,AGO
3077208,AGO,Angola,AO.HL,AGO,AGO
3077209,AGO,Angola,AO.LU,AGO,AGO
3077210,AGO,Angola,AO.LN,AGO,AGO
3077211,AGO,Angola,AO.LS,AGO,AGO
3077212,AGO,Angola,AO.ML,AGO,AGO
3077213,AGO,Angola,AO.MX,AGO,AGO
3077214,AGO,Angola,AO.NA,AGO,AGO
3077215,AGO,Angola,AO.UI,AGO,AGO
3077217,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.BR,ALA,ALA
3077218,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.EC,ALA,ALA
3077219,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.FN,ALA,ALA
3077220,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.FG,ALA,ALA
3077221,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.GT,ALA,ALA
3077222,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.HM,ALA,ALA
3077223,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.JM,ALA,ALA
3077224,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.KK,ALA,ALA
3077225,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.KM,ALA,ALA
3077226,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.LE,ALA,ALA
3077227,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.LU,ALA,ALA
3077228,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.MH,ALA,ALA
3077229,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.SV,ALA,ALA
3077230,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.ST,ALA,ALA
3077231,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.SD,ALA,ALA
3077232,ALA,ÃƒÆ’Ã¢â‚¬Â¦land,AX.VR,ALA,ALA
3077233,ALB,Albania,AL.BE,BGR,ALB
3077234,ALB,Albania,AL.DB,BGR,ALB
3077235,ALB,Albania,AL.DU,BGR,ALB
3077236,ALB,Albania,AL.EB,BGR,ALB
3077237,ALB,Albania,AL.FI,BGR,ALB
3077238,ALB,Albania,AL.GK,BGR,ALB
3077239,ALB,Albania,AL.KE,BGR,ALB
3077240,ALB,Albania,AL.KK,BGR,ALB
3077241,ALB,Albania,AL.LZ,BGR,ALB
3077242,ALB,Albania,AL.SD,BGR,ALB
3077243,ALB,Albania,AL.TI,BGR,ALB
3077244,ALB,Albania,AL.VR,BGR,ALB
3077245,AND,Andorra,AD.AN,AND,AND
3077246,AND,Andorra,AD.CA,AND,AND
3077247,AND,Andorra,AD.EN,AND,AND
3077248,AND,Andorra,AD.EE,AND,AND
3077249,AND,Andorra,AD.MA,AND,AND
3077250,AND,Andorra,AD.OR,AND,AND
3077251,AND,Andorra,AD.JL,AND,AND
3077252,ANT,Netherlands Antilles,AN.BO,ANT,ANT
3077253,ANT,Netherlands Antilles,AN.CU,ANT,ANT
3077254,ANT,Netherlands Antilles,AN.SB,ANT,ANT
3077255,ANT,Netherlands Antilles,AN.SE,ANT,ANT
3077256,ANT,Netherlands Antilles,AN.SM,ANT,ANT
3077257,ARE,United Arab Emirates,AE.AJ,ARE,ARE
3077258,ARE,United Arab Emirates,AE.DU,ARE,ARE
3077259,ARE,United Arab Emirates,AE.FU,ARE,ARE
3077260,ARE,United Arab Emirates,,ARE,ARE
3077261,ARE,United Arab Emirates,AE.RK,ARE,ARE
3077262,ARE,United Arab Emirates,AE.SH,ARE,ARE
3077263,ARE,United Arab Emirates,AE.UQ,ARE,ARE
3077265,ARG,Argentina,AR.CT,ARG,ARG
3077267,ARG,Argentina,AR.CH,ARG,ARG
3077268,ARG,Argentina,AR.DF,ARG,ARG
3077269,ARG,Argentina,AR.CB,ARG,ARG
3077273,ARG,Argentina,AR.JY,ARG,ARG
3077274,ARG,Argentina,AR.LP,ARG,ARG
3077275,ARG,Argentina,AR.LR,ARG,ARG
3077276,ARG,Argentina,AR.MZ,ARG,ARG
3077278,ARG,Argentina,AR.NQ,ARG,ARG
3077279,ARG,Argentina,AR.RN,ARG,ARG
3077280,ARG,Argentina,AR.SA,ARG,ARG
3077281,ARG,Argentina,AR.SJ,ARG,ARG
3077282,ARG,Argentina,AR.SL,ARG,ARG
3077283,ARG,Argentina,AR.SC,ARG,ARG
3077285,ARG,Argentina,AR.SE,ARG,ARG
3077286,ARG,Argentina,AR.TF,ARG,ARG
3077287,ARG,Argentina,AR.TM,ARG,ARG
3077288,ARM,Armenia,AM.AR,ARM,ARM
3077289,ARM,Armenia,AM.ER,ARM,ARM
3077290,ARM,Armenia,AM.GR,ARM,ARM
3077291,ARM,Armenia,AM.KT,ARM,ARM
3077292,ARM,Armenia,,ARM,ARM
3077293,ARM,Armenia,AM.SU,ARM,ARM
3077294,ARM,Armenia,AM.TV,ARM,ARM
3077295,ARM,Armenia,AM.VD,ARM,ARM
3077296,ASM,American Samoa,AS.ET,ASM,ASM
3077297,ASM,American Samoa,AS.MA,ASM,ASM
3077298,ASM,American Samoa,AS.UU,ASM,ASM
3077299,ASM,American Samoa,AS.WT,ASM,ASM
3077300,ATF,French Southern Territories,TF.AS,ATF,ATF
3077301,ATF,French Southern Territories,TF.CR,ATF,ATF
3077302,ATF,French Southern Territories,,ATF,ATF
3077303,ATF,French Southern Territories,TF.KG,ATF,ATF
3077304,ATG,Antigua and Barbuda,AG.BB,ATG,ATG
3077305,ATG,Antigua and Barbuda,AG.RD,ATG,ATG
3077306,ATG,Antigua and Barbuda,AG.GE,ATG,ATG
3077307,ATG,Antigua and Barbuda,AG.JO,ATG,ATG
3077308,ATG,Antigua and Barbuda,AG.MA,ATG,ATG
3077309,ATG,Antigua and Barbuda,AG.PA,ATG,ATG
3077310,ATG,Antigua and Barbuda,AG.PE,ATG,ATG
3077311,ATG,Antigua and Barbuda,AG.PH,ATG,ATG
3077312,AUS,Australia,AU.AS,AUS,AUS
3077313,AUS,Australia,AU.CT,AUS,AUS
3077314,AUS,Australia,AU.CR,AUS,AUS
3077316,AUS,Australia,AU.NT,AUS,AUS
3077317,AUS,Australia,AU.QL,AUS,AUS
3077319,AUS,Australia,AU.TS,AUS,AUS
3077320,AUS,Australia,AU.TS,AUS,AUS
3077322,AUS,Australia,AU.WA,AUS,AUS
3077323,AUT,Austria,AT.BU,AUH,AUT
3077324,AUT,Austria,AT.NO,AUH,AUT
3077325,AUT,Austria,AT.OO,AUH,AUT
3077326,AUT,Austria,AT.TR,AUH,AUT
3077327,AUT,Austria,AT.VO,AUH,AUT
3077328,AUT,Austria,AT.WI,AUH,AUT
3077329,AZE,Azerbaijan,AZ.AR,AZE,AZE
3077330,AZE,Azerbaijan,AZ.AC,AZE,AZE
3077331,AZE,Azerbaijan,AZ.AM,AZE,AZE
3077332,AZE,Azerbaijan,AZ.AS,AZE,AZE
3077333,AZE,Azerbaijan,AZ.AF,AZE,AZE
3077334,AZE,Azerbaijan,AZ.AU,AZE,AZE
3077335,AZE,Azerbaijan,AZ.AA,AZE,AZE
3077336,AZE,Azerbaijan,AZ.BB,AZE,AZE
3077337,AZE,Azerbaijan,AZ.BA,AZE,AZE
3077338,AZE,Azerbaijan,AZ.BL,AZE,AZE
3077339,AZE,Azerbaijan,AZ.BR,AZE,AZE
3077340,AZE,Azerbaijan,AZ.BQ,AZE,AZE
3077341,AZE,Azerbaijan,AZ.BS,AZE,AZE
3077342,AZE,Azerbaijan,AZ.CB,AZE,AZE
3077343,AZE,Azerbaijan,AZ.CL,AZE,AZE
3077344,AZE,Azerbaijan,AZ.CF,AZE,AZE
3077345,AZE,Azerbaijan,AZ.DS,AZE,AZE
3077346,AZE,Azerbaijan,AZ.DV,AZE,AZE
3077347,AZE,Azerbaijan,AZ.AB,AZE,AZE
3077348,AZE,Azerbaijan,AZ.FU,AZE,AZE
3077349,AZE,Azerbaijan,AZ.GD,AZE,AZE
3077350,AZE,Azerbaijan,AZ.GA,AZE,AZE
3077351,AZE,Azerbaijan,AZ.GR,AZE,AZE
3077352,AZE,Azerbaijan,AZ.GY,AZE,AZE
3077353,AZE,Azerbaijan,AZ.HA,AZE,AZE
3077354,AZE,Azerbaijan,AZ.IM,AZE,AZE
3077355,AZE,Azerbaijan,AZ.IS,AZE,AZE
3077356,AZE,Azerbaijan,AZ.KA,AZE,AZE
3077357,AZE,Azerbaijan,AZ.KU,AZE,AZE
3077358,AZE,Azerbaijan,AZ.LN,AZE,AZE
3077359,AZE,Azerbaijan,AZ.LE,AZE,AZE
3077360,AZE,Azerbaijan,AZ.MA,AZE,AZE
3077361,AZE,Azerbaijan,AZ.MI,AZE,AZE
3077362,AZE,Azerbaijan,AZ.NX,AZE,AZE
3077363,AZE,Azerbaijan,AZ.NE,AZE,AZE
3077364,AZE,Azerbaijan,AZ.OG,AZE,AZE
3077365,AZE,Azerbaijan,AZ.OR,AZE,AZE
3077366,AZE,Azerbaijan,AZ.QX,AZE,AZE
3077367,AZE,Azerbaijan,AZ.QZ,AZE,AZE
3077368,AZE,Azerbaijan,AZ.QA,AZE,AZE
3077369,AZE,Azerbaijan,AZ.QO,AZE,AZE
3077370,AZE,Azerbaijan,AZ.QB,AZE,AZE
3077371,AZE,Azerbaijan,AZ.QD,AZE,AZE
3077372,AZE,Azerbaijan,AZ.QR,AZE,AZE
3077373,AZE,Azerbaijan,AZ.ST,AZE,AZE
3077374,AZE,Azerbaijan,AZ.SB,AZE,AZE
3077375,AZE,Azerbaijan,AZ.SH,AZE,AZE
3077376,AZE,Azerbaijan,AZ.SL,AZE,AZE
3077377,AZE,Azerbaijan,AZ.SI,AZE,AZE
3077378,AZE,Azerbaijan,AZ.SX,AZE,AZE
3077379,AZE,Azerbaijan,AZ.SD,AZE,AZE
3077380,AZE,Azerbaijan,AZ.SK,AZE,AZE
3077381,AZE,Azerbaijan,AZ.SM,AZE,AZE
3077382,AZE,Azerbaijan,AZ.SR,AZE,AZE
3077383,AZE,Azerbaijan,AZ.SY,AZE,AZE
3077384,AZE,Azerbaijan,AZ.SQ,AZE,AZE
3077385,AZE,Azerbaijan,AZ.SU,AZE,AZE
3077386,AZE,Azerbaijan,AZ.TA,AZE,AZE
3077387,AZE,Azerbaijan,AZ.TO,AZE,AZE
3077388,AZE,Azerbaijan,AZ.UC,AZE,AZE
3077389,AZE,Azerbaijan,AZ.XZ,AZE,AZE
3077390,AZE,Azerbaijan,AZ.XR,AZE,AZE
3077391,AZE,Azerbaijan,AZ.XI,AZE,AZE
3077392,AZE,Azerbaijan,AZ.XC,AZE,AZE
3077393,AZE,Azerbaijan,AZ.XD,AZE,AZE
3077394,AZE,Azerbaijan,AZ.YR,AZE,AZE
3077395,AZE,Azerbaijan,AZ.YV,AZE,AZE
3077396,AZE,Azerbaijan,AZ.ZQ,AZE,AZE
3077397,AZE,Azerbaijan,AZ.ZG,AZE,AZE
3077398,AZE,Azerbaijan,AZ.ZR,AZE,AZE
3077399,BDI,Burundi,BI.BB,BDI,BDI
3077400,BDI,Burundi,BI.BM,BDI,BDI
3077401,BDI,Burundi,BI.BU,BDI,BDI
3077402,BDI,Burundi,BI.BR,BDI,BDI
3077403,BDI,Burundi,BI.CA,BDI,BDI
3077404,BDI,Burundi,BI.CI,BDI,BDI
3077405,BDI,Burundi,BI.GI,BDI,BDI
3077406,BDI,Burundi,BI.KR,BDI,BDI
3077407,BDI,Burundi,BI.KY,BDI,BDI
3077408,BDI,Burundi,BI.KI,BDI,BDI
3077409,BDI,Burundi,BI.MA,BDI,BDI
3077410,BDI,Burundi,BI.MV,BDI,BDI
3077411,BDI,Burundi,BI.MY,BDI,BDI
3077412,BDI,Burundi,BI.MW,BDI,BDI
3077413,BDI,Burundi,BI.NG,BDI,BDI
3077414,BDI,Burundi,BI.RT,BDI,BDI
3077415,BDI,Burundi,BI.RY,BDI,BDI
3077417,BEN,Benin,BJ.AK,BEN,BEN
3077418,BEN,Benin,BJ.AQ,BEN,BEN
3077419,BEN,Benin,BJ.BO,BEN,BEN
3077420,BEN,Benin,BJ.CL,BEN,BEN
3077421,BEN,Benin,BJ.DO,BEN,BEN
3077422,BEN,Benin,BJ.CF,BEN,BEN
3077423,BEN,Benin,BJ.LI,BEN,BEN
3077424,BEN,Benin,BJ.CF,BEN,BEN
3077425,BEN,Benin,BJ.OU,BEN,BEN
3077426,BEN,Benin,BJ.PL,BEN,BEN
3077427,BEN,Benin,BJ.ZO,BEN,BEN
3077428,BFA,Burkina Faso,BF.BA,BFA,BFA
3077429,BFA,Burkina Faso,BF.BM,BFA,BFA
3077430,BFA,Burkina Faso,BF.BW,BFA,BFA
3077431,BFA,Burkina Faso,BF.BZ,BFA,BFA
3077432,BFA,Burkina Faso,BF.BB,BFA,BFA
3077433,BFA,Burkina Faso,BF.BL,BFA,BFA
3077434,BFA,Burkina Faso,BF.BK,BFA,BFA
3077435,BFA,Burkina Faso,BF.GZ,BFA,BFA
3077436,BFA,Burkina Faso,BF.GG,BFA,BFA
3077437,BFA,Burkina Faso,BF.GM,BFA,BFA
3077438,BFA,Burkina Faso,BF.HO,BFA,BFA
3077439,BFA,Burkina Faso,BF.IO,BFA,BFA
3077440,BFA,Burkina Faso,BF.KA,BFA,BFA
3077441,BFA,Burkina Faso,BF.KN,BFA,BFA
3077442,BFA,Burkina Faso,BF.KM,BFA,BFA
3077443,BFA,Burkina Faso,BF.KJ,BFA,BFA
3077444,BFA,Burkina Faso,BF.KP,BFA,BFA
3077445,BFA,Burkina Faso,BF.KS,BFA,BFA
3077446,BFA,Burkina Faso,BF.KL,BFA,BFA
3077447,BFA,Burkina Faso,BF.KR,BFA,BFA
3077448,BFA,Burkina Faso,BF.KW,BFA,BFA
3077449,BFA,Burkina Faso,BF.LE,BFA,BFA
3077450,BFA,Burkina Faso,BF.LO,BFA,BFA
3077451,BFA,Burkina Faso,BF.MO,BFA,BFA
3077452,BFA,Burkina Faso,BF.NR,BFA,BFA
3077453,BFA,Burkina Faso,BF.NM,BFA,BFA
3077454,BFA,Burkina Faso,BF.NY,BFA,BFA
3077455,BFA,Burkina Faso,BF.OB,BFA,BFA
3077456,BFA,Burkina Faso,BF.OD,BFA,BFA
3077457,BFA,Burkina Faso,BF.PA,BFA,BFA
3077458,BFA,Burkina Faso,BF.PO,BFA,BFA
3077459,BFA,Burkina Faso,BF.SG,BFA,BFA
3077460,BFA,Burkina Faso,BF.ST,BFA,BFA
3077461,BFA,Burkina Faso,BF.SE,BFA,BFA
3077462,BFA,Burkina Faso,BF.SS,BFA,BFA
3077463,BFA,Burkina Faso,BF.SM,BFA,BFA
3077464,BFA,Burkina Faso,BF.SR,BFA,BFA
3077465,BFA,Burkina Faso,BF.TA,BFA,BFA
3077466,BFA,Burkina Faso,BF.TU,BFA,BFA
3077467,BFA,Burkina Faso,BF.YG,BFA,BFA
3077468,BFA,Burkina Faso,BF.YT,BFA,BFA
3077469,BFA,Burkina Faso,BF.ZR,BFA,BFA
3077470,BFA,Burkina Faso,BF.ZM,BFA,BFA
3077471,BFA,Burkina Faso,BF.ZW,BFA,BFA
3077472,BGD,Bangladesh,BD.BA,BGD,BGD
3077473,BGD,Bangladesh,BD.CG,BGD,BGD
3077475,BGD,Bangladesh,BD.KH,BGD,BGD
3077477,BGD,Bangladesh,BD.SY,BGD,BGD
3077478,BGR,Bulgaria,BG.DO,BGR,BGR
3077479,BGR,Bulgaria,BG.GB,BGR,BGR
3077480,BGR,Bulgaria,BG.LV,BGR,BGR
3077481,BGR,Bulgaria,BG.MT,BGR,BGR
3077482,BGR,Bulgaria,BG.PV,BGR,BGR
3077483,BGR,Bulgaria,BG.RG,BGR,BGR
3077484,BGR,Bulgaria,BG.RS,BGR,BGR
3077485,BGR,Bulgaria,BG.SH,BGR,BGR
3077486,BGR,Bulgaria,BG.SI,BGR,BGR
3077487,BGR,Bulgaria,BG.TU,BGR,BGR
3077488,BGR,Bulgaria,BG.VN,BGR,BGR
3077489,BGR,Bulgaria,BG.VT,BGR,BGR
3077490,BGR,Bulgaria,BG.VD,BGR,BGR
3077491,BGR,Bulgaria,BG.VR,BGR,BGR
3077492,BHR,Bahrain,BH.CA,BHR,BHR
3077493,BHR,Bahrain,BH.CE,BHR,BHR
3077494,BHR,Bahrain,BH.MU,BHR,BHR
3077495,BHR,Bahrain,BH.NO,BHR,BHR
3077496,BHR,Bahrain,BH.SO,BHR,BHR
3077497,BHS,Bahamas,BS.AK,BHS,BHS
3077498,BHS,Bahamas,BS.BR,BHS,BHS
3077499,BHS,Bahamas,BS.BI,BHS,BHS
3077500,BHS,Bahamas,BS.BP,BHS,BHS
3077501,BHS,Bahamas,BS.CI,BHS,BHS
3077502,BHS,Bahamas,BS.CB,BHS,BHS
3077503,BHS,Bahamas,BS.CN,BHS,BHS
3077504,BHS,Bahamas,BS.CE,BHS,BHS
3077505,BHS,Bahamas,BS.FP,BHS,BHS
3077506,BHS,Bahamas,BS.CK,BHS,BHS
3077507,BHS,Bahamas,BS.EB,BHS,BHS
3077508,BHS,Bahamas,BS.EM,BHS,BHS
3077509,BHS,Bahamas,BS.GC,BHS,BHS
3077510,BHS,Bahamas,BS.HB,BHS,BHS
3077511,BHS,Bahamas,BS.HT,BHS,BHS
3077512,BHS,Bahamas,BS.IN,BHS,BHS
3077513,BHS,Bahamas,BS.LI,BHS,BHS
3077514,BHS,Bahamas,BS.MC,BHS,BHS
3077515,BHS,Bahamas,BS.MG,BHS,BHS
3077516,BHS,Bahamas,BS.MI,BHS,BHS
3077517,BHS,Bahamas,BS.NW,BHS,BHS
3077518,BHS,Bahamas,BS.NB,BHS,BHS
3077519,BHS,Bahamas,BS.NN,BHS,BHS
3077520,BHS,Bahamas,BS.NE,BHS,BHS
3077521,BHS,Bahamas,BS.RI,BHS,BHS
3077522,BHS,Bahamas,BS.RC,BHS,BHS
3077523,BHS,Bahamas,BS.SS,BHS,BHS
3077524,BHS,Bahamas,BS.SB,BHS,BHS
3077525,BHS,Bahamas,BS.SN,BHS,BHS
3077526,BHS,Bahamas,BS.SE,BHS,BHS
3077527,BHS,Bahamas,BS.SW,BHS,BHS
3077528,BHS,Bahamas,BS.WB,BHS,BHS
3077529,BIH,Bosnia and Herzegovina,BA.BF,AUH,BIH
3077530,BIH,Bosnia and Herzegovina,BA.SR,AUH,BIH
3077531,BLZ,Belize,BZ.BZ,BLZ,BLZ
3077532,BLZ,Belize,BZ.CY,BLZ,BLZ
3077533,BLZ,Belize,BZ.CZ,BLZ,BLZ
3077534,BLZ,Belize,BZ.OW,BLZ,BLZ
3077535,BLZ,Belize,BZ.SC,BLZ,BLZ
3077536,BLZ,Belize,BZ.TO,BLZ,BLZ
3077537,BMU,Bermuda,BM.DE,BMU,BMU
3077538,BMU,Bermuda,BM.HA,BMU,BMU
3077539,BMU,Bermuda,BM.HC,BMU,BMU
3077540,BMU,Bermuda,BM.PA,BMU,BMU
3077541,BMU,Bermuda,BM.PE,BMU,BMU
3077542,BMU,Bermuda,BM.SG,BMU,BMU
3077543,BMU,Bermuda,BM.SC,BMU,BMU
3077544,BMU,Bermuda,BM.SA,BMU,BMU
3077545,BMU,Bermuda,BM.SM,BMU,BMU
3077546,BMU,Bermuda,BM.SO,BMU,BMU
3077547,BMU,Bermuda,BM.WA,BMU,BMU
3077548,BOL,Bolivia,BO.CQ,BOL,BOL
