ID,ISO,NAME_0,HASC_1,ISONEW,Colony
12329,AZE,Azerbaijan,AZ.SK,AZE,AZE
12330,AZE,Azerbaijan,AZ.SM,AZE,AZE
12331,AZE,Azerbaijan,AZ.SR,AZE,AZE
12332,AZE,Azerbaijan,AZ.SY,AZE,AZE
12333,AZE,Azerbaijan,AZ.SQ,AZE,AZE
12334,AZE,Azerbaijan,AZ.SU,AZE,AZE
12335,AZE,Azerbaijan,AZ.TA,AZE,AZE
12336,AZE,Azerbaijan,AZ.TO,AZE,AZE
12337,AZE,Azerbaijan,AZ.UC,AZE,AZE
12338,AZE,Azerbaijan,AZ.XZ,AZE,AZE
12339,AZE,Azerbaijan,AZ.XR,AZE,AZE
12340,AZE,Azerbaijan,AZ.XI,AZE,AZE
12341,AZE,Azerbaijan,AZ.XC,AZE,AZE
12342,AZE,Azerbaijan,AZ.XD,AZE,AZE
12343,AZE,Azerbaijan,AZ.YR,AZE,AZE
12344,AZE,Azerbaijan,AZ.YV,AZE,AZE
12345,AZE,Azerbaijan,AZ.ZQ,AZE,AZE
12346,AZE,Azerbaijan,AZ.ZG,AZE,AZE
12347,AZE,Azerbaijan,AZ.ZR,AZE,AZE
12348,BDI,Burundi,BI.BB,BDI,BDI
12349,BDI,Burundi,BI.BM,BDI,BDI
12350,BDI,Burundi,BI.BU,BDI,BDI
12351,BDI,Burundi,BI.BR,BDI,BDI
12352,BDI,Burundi,BI.CA,BDI,BDI
12353,BDI,Burundi,BI.CI,BDI,BDI
12354,BDI,Burundi,BI.GI,BDI,BDI
12355,BDI,Burundi,BI.KR,BDI,BDI
12356,BDI,Burundi,BI.KY,BDI,BDI
12357,BDI,Burundi,BI.KI,BDI,BDI
12358,BDI,Burundi,BI.MA,BDI,BDI
12359,BDI,Burundi,BI.MV,BDI,BDI
12360,BDI,Burundi,BI.MY,BDI,BDI
12361,BDI,Burundi,BI.MW,BDI,BDI
12362,BDI,Burundi,BI.NG,BDI,BDI
12363,BDI,Burundi,BI.RT,BDI,BDI
12364,BDI,Burundi,BI.RY,BDI,BDI
12367,BEN,Benin,BJ.AL,BEN,BEN
12368,BEN,Benin,BJ.AK,BEN,BEN
12369,BEN,Benin,BJ.AQ,BEN,BEN
12370,BEN,Benin,BJ.BO,BEN,BEN
12371,BEN,Benin,BJ.CL,BEN,BEN
12372,BEN,Benin,BJ.DO,BEN,BEN
12373,BEN,Benin,BJ.CF,BEN,BEN
12374,BEN,Benin,BJ.LI,BEN,BEN
12375,BEN,Benin,BJ.CF,BEN,BEN
12376,BEN,Benin,BJ.OU,BEN,BEN
12377,BEN,Benin,BJ.PL,BEN,BEN
12378,BEN,Benin,BJ.ZO,BEN,BEN
12379,BFA,Burkina Faso,BF.BA,BFA,BFA
12380,BFA,Burkina Faso,BF.BM,BFA,BFA
12381,BFA,Burkina Faso,BF.BW,BFA,BFA
12382,BFA,Burkina Faso,BF.BZ,BFA,BFA
12383,BFA,Burkina Faso,BF.BB,BFA,BFA
12384,BFA,Burkina Faso,BF.BL,BFA,BFA
12385,BFA,Burkina Faso,BF.BK,BFA,BFA
12386,BFA,Burkina Faso,BF.GZ,BFA,BFA
12387,BFA,Burkina Faso,BF.GG,BFA,BFA
12388,BFA,Burkina Faso,BF.GM,BFA,BFA
12389,BFA,Burkina Faso,BF.HO,BFA,BFA
12390,BFA,Burkina Faso,BF.IO,BFA,BFA
12391,BFA,Burkina Faso,BF.KA,BFA,BFA
12392,BFA,Burkina Faso,BF.KN,BFA,BFA
12393,BFA,Burkina Faso,BF.KM,BFA,BFA
12394,BFA,Burkina Faso,BF.KJ,BFA,BFA
12395,BFA,Burkina Faso,BF.KP,BFA,BFA
12396,BFA,Burkina Faso,BF.KS,BFA,BFA
12397,BFA,Burkina Faso,BF.KL,BFA,BFA
12398,BFA,Burkina Faso,BF.KR,BFA,BFA
12399,BFA,Burkina Faso,BF.KW,BFA,BFA
12400,BFA,Burkina Faso,BF.LE,BFA,BFA
12401,BFA,Burkina Faso,BF.LO,BFA,BFA
12402,BFA,Burkina Faso,BF.MO,BFA,BFA
12403,BFA,Burkina Faso,BF.NR,BFA,BFA
12404,BFA,Burkina Faso,BF.NM,BFA,BFA
12405,BFA,Burkina Faso,BF.NY,BFA,BFA
12406,BFA,Burkina Faso,BF.OB,BFA,BFA
12407,BFA,Burkina Faso,BF.OD,BFA,BFA
12408,BFA,Burkina Faso,BF.PA,BFA,BFA
12409,BFA,Burkina Faso,BF.PO,BFA,BFA
12410,BFA,Burkina Faso,BF.SG,BFA,BFA
12411,BFA,Burkina Faso,BF.ST,BFA,BFA
12412,BFA,Burkina Faso,BF.SE,BFA,BFA
12413,BFA,Burkina Faso,BF.SS,BFA,BFA
12414,BFA,Burkina Faso,BF.SM,BFA,BFA
12415,BFA,Burkina Faso,BF.SR,BFA,BFA
12416,BFA,Burkina Faso,BF.TA,BFA,BFA
12417,BFA,Burkina Faso,BF.TU,BFA,BFA
12418,BFA,Burkina Faso,BF.YG,BFA,BFA
12419,BFA,Burkina Faso,BF.YT,BFA,BFA
12420,BFA,Burkina Faso,BF.ZR,BFA,BFA
12421,BFA,Burkina Faso,BF.ZM,BFA,BFA
12422,BFA,Burkina Faso,BF.ZW,BFA,BFA
12423,BGD,Bangladesh,BD.BA,BGD,BGD
12424,BGD,Bangladesh,BD.CG,BGD,BGD
12425,BGD,Bangladesh,BD.DA,BGD,BGD
12426,BGD,Bangladesh,BD.KH,BGD,BGD
12427,BGD,Bangladesh,BD.RJ,BGD,BGD
12428,BGD,Bangladesh,BD.SY,BGD,BGD
12431,BGR,Bulgaria,BG.DO,BGR,BGR
12432,BGR,Bulgaria,BG.GB,BGR,BGR
12437,BGR,Bulgaria,BG.LV,BGR,BGR
12438,BGR,Bulgaria,BG.MT,BGR,BGR
12441,BGR,Bulgaria,BG.PV,BGR,BGR
12443,BGR,Bulgaria,BG.RG,BGR,BGR
12444,BGR,Bulgaria,BG.RS,BGR,BGR
12445,BGR,Bulgaria,BG.SH,BGR,BGR
12446,BGR,Bulgaria,BG.SI,BGR,BGR
12451,BGR,Bulgaria,BG.TU,BGR,BGR
12452,BGR,Bulgaria,BG.VN,BGR,BGR
12453,BGR,Bulgaria,BG.VT,BGR,BGR
12454,BGR,Bulgaria,BG.VD,BGR,BGR
12455,BGR,Bulgaria,BG.VR,BGR,BGR
12457,BHR,Bahrain,BH.CA,BHR,BHR
12458,BHR,Bahrain,BH.CE,BHR,BHR
12459,BHR,Bahrain,BH.MU,BHR,BHR
12460,BHR,Bahrain,BH.NO,BHR,BHR
12461,BHR,Bahrain,BH.SO,BHR,BHR
12462,BHS,Bahamas,BS.AK,BHS,BHS
12463,BHS,Bahamas,BS.BR,BHS,BHS
12464,BHS,Bahamas,BS.BI,BHS,BHS
12465,BHS,Bahamas,BS.BP,BHS,BHS
12466,BHS,Bahamas,BS.CI,BHS,BHS
12467,BHS,Bahamas,BS.CB,BHS,BHS
12468,BHS,Bahamas,BS.CN,BHS,BHS
12469,BHS,Bahamas,BS.CE,BHS,BHS
12470,BHS,Bahamas,BS.FP,BHS,BHS
12471,BHS,Bahamas,BS.CK,BHS,BHS
12472,BHS,Bahamas,BS.EB,BHS,BHS
12473,BHS,Bahamas,BS.EM,BHS,BHS
12474,BHS,Bahamas,BS.GC,BHS,BHS
12475,BHS,Bahamas,BS.HB,BHS,BHS
12476,BHS,Bahamas,BS.HT,BHS,BHS
12477,BHS,Bahamas,BS.IN,BHS,BHS
