id,vendors,name,city,website,fb_link,bike_brands,prodaja,servis,rent,note,eq_brands
ChIJt1kTXxQQW0cR9zotYcgjQ2c,riscycling,Ris Cycling,Novi Sad,http://www.ris-cycling.com/,https://www.facebook.com/RisCyclingBikeShop,"ALPINA, CANNONDALE, CAPRIOLO, MERIDA, POLAR, SCOTT, SCOTT Custom ",1,1,0,imaju dvije radnje u NSadu http://www.ris-cycling.com/kontakt/,"ABUS, BELLELLI, BROOKS, CAMELBAK CAPRIOLO, CAT EYE, COBRA, CONTINENTAL, CYCLEOPS, FAVORIT, FOX, GARMIN, GIYO, HERRMANS, HW, JOE`S NO FLATS, KNOG, KRYPTON, LE TOUR DE FRANCE, LIZARD SKINS, LUMA, MARIKO, MASTER LOCK, MENABO, MERIDA, PEPE, PRO, PROMAX, PSP, RITCHEY, RSP, SALEWA, SARIS, SCOTT, SELLE BASSANO, SELLE ROYAL, SHAMAN, SIGMA SPORT, SKS, SMART, SRAM, SYNCROS, TACX, THULE, TOPEAK, TRELOCK, VELO, VP, WEDTITE, X-PLORER, XC LIGHTS, XLC, YUEN I, ZEFAL, ZIPP, ZOOM, SR SUNTOUR, ROCK SHOX, AVID, DT SWIS,S FORMULA, JAGWIRE, SHIMANO, XLC, KMC, YBN, CANNONDALE, TRUVATIV, UNO, PROWHEEL, EXUS, FEIMIN, LOOK, WELLGO, DSI, GEAX, KENDA, MICHELIN, MITAS, RUBENA, SCHWALBE, VITTORIA    "
ChIJ50m17-_WZUcRVshhQ_qpHWI,rogjoma,Rog Joma,Zagreb,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,1,0,u ZG imaju dvije radnje koje prodaju bicikle i opremu i jedna posebna samo za servis: https://www.rog-joma.hr/prodavaonice.php,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
ChIJr6WwFGX6YUcRlZx46qzq4lk,rogjoma,Rog Joma,Zadar,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,1,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
ChIJbyvPVPxdNRMR6D0FruK1plg,rogjoma,Rog Joma,Split,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,0,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
ChIJl9Mlg8OqaEcRJywrXsaZOKc,rogjoma,Rog Joma,Varaždin,https://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,1,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
ChIJPXhP5deqaEcRJxjtWWF1iew,rogjoma,Rog Joma,Varaždin,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,1,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
,rogjoma,Rog Joma,Osijek,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,1,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
,rogjoma,Rog Joma,Virovitica,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,1,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
,rogjoma,Rog Joma,Koprivnica,http://www.rog-joma.hr/,https://www.facebook.com/rog.joma,"TREK, FUJI, ROG JOMA, BREEZER",1,0,0,,"KENDA, BONTRAGER, CONTINENTAL, TRAYAL, VEE RUBBER, SCHWALBE, CST, VEECO, MITAS, MARZOCCHI, BASIC, VENTURA, MIGHTY, ZOOM, M-WAVE, BNTD, BONTRAGER, TREK, BLACK LABEL, NECO, VP COMPONENTS, RST, CANE CREEK, WOODMAN, SPINNER,  UNIS, SHIMANO, SKS GERMANY, BNTD, BONTRAGER, BLACK LABEL, SR SUNTOUR, FLINGER, NECO, ICON, FIZIK, BROOKS ENGLAND, SELLE ROYAL, VELO, HUGGY, THULE, ALLIGATOR, JAGWIRE, SACCON, TOUR DE FRANCE, KIDZAMO, SMART, TORCH, VELOMANN, ANLUN, KNOG, BONIN, MOON, CAMELION, TOPEAK, SAXONIA, LOOK, WELLGO, HTI, EXUSTAR, MKS, GIPIEMME, NRC, SRAM, MAGNUM, ONGUARD, KALI PROTECTIVES, BELLELLI, VDO CYCLING, PANASONIC, GARMIN, PROMAX, DT SWISS, KMC, AVID, ZOOM
"
ChIJ6zy-DN3qTRMRYXLLHTy10hI,rubicon,Rubicon,Podgorica,http://www.rubiconshop.me/,https://www.facebook.com/rubicon.podgorica/?ref=br_rs,"Cross, Ultra, Devron",1,1,0,,"Rubber, CST, Kenda, Selle Monte Grappa, Velo, Selle Royal, Topeak, AVID, Jagwire, Lizard Skins"
