id,vendors,name,city,website,fb_link,bike_brands,prodaja,servis,rent,note,eq_brands
,alanprim,Alan Prim Zagreb,Zagreb,http://www.alanprim.hr,https://www.facebook.com/pg/alanprimbikeshop/,,1,1,0,,Mavic
ChIJU-verXr6YUcRr_WF-A3E6bM,autohrvatska,Auto-Hrvatska,Zadar,http://www.autohrvatska.com/,,"Apache, Giant, Haibike, KTM, Rock Machine, Scott, Torpado, Winora",1,1,0,,
ChIJ6wKo_LmtaEcR9DqaBQwGmZo,beciklin,Beciklin,?akovec,http://www.prodaja-bicikla.com/,https://www.facebook.com/TrgovinaBeciklin,"Corratec, CTM, Kreidler, Trek, Fuji",1,1,0,,
ChIJqRyVat_qTRMR2og7IWI9kcM,bejkerajcg,BAJKERAJ,Podgorica,http://www.bajkeraj.me/,http://www.facebook.com/Bajkeraj/,"Cinzia, CTM, Cube, Itrike, Jumpertrek, Lombardo, MS, Orbea, Ridley",1,1,0,,
ChIJt-bITN_IWEcR4CkrzUt8hIo,beosport,Beosport,Sarajevo,http://www.beosport.com/,,"Specialized, Alpina, Carrera",1,1,0,,
ChIJufvusltlWkcRWg0o9v__g_o,beosport,Beosport,Beograd,http://www.beosport.com/,,"Specialized, Alpina, Carrera",1,1,0,,
ChIJof29NQIRW0cR6Bhy6zca5DI,beosport,Beosport,Novi Sad,http://www.beosport.com/,,"Specialized, Alpina, Carrera",1,1,0,,
ChIJv-hsRRfRUEcR_SdN6TjpkJ4,beosport,Beosport,Velika Plana,http://www.beosport.rs/,,"Specialized, Alpina, Carrera",1,1,0,,
ChIJ3VcjvBYhV0cRuQj8AN6Igfs,beosport,Beosport,Kragujevac,,,"Specialized, Alpina, Carrera",1,1,0,,
ChIJaw1HBmkQW0cRMSiyswCu0Yo,beosport,Beosport,Novi Sad,,,"Specialized, Alpina, Carrera",1,1,0,,
ChIJFxzxpx6mZEcRHCShTSl-rDA,biciklahr,Experience - bike-ski shop & service,Matulji,http://www.bicikla.hr/,https://www.facebook.com/bicikla.hr/,"Adriatica, Cube, GT, Jamis, Norco, Rocky Mountain, Scott, Specialized, Wheeler",1,1,0,,
ChIJ8fN01LLXZUcRVplPMYftPlg,biciklibiz,BICIKL BIZ d.o.o.,Zagreb,http://www.bicikl.biz/,,"Old&Bold, Esperia, Author, Genesis, Nishiki",1,1,0,,
ChIJRwzsYI9wWkcRjXAtZO4S9Jw,biciklicbg,Biciklic,Beograd,,,,1,1,0,,
ChIJDwkjYqOtaEcRx7CgPYqAyKM,biciklopedija,Bike Point Radoti?,?akovec,http://biciklopedija.hr/,https://www.facebook.com/Biciklopedija/,Megamo,1,1,0,,
ChIJr47kMgl4ZkcRRSabhGerYKc,bigsportzagreb,Mr. Big Sport,Zagreb,http://www.skije-bicikli.com/,,,1,1,0,,
ChIJ5ecP_Y1vWkcRb_iNOh0bis4,bikeland,Bikeland,Beograd,http://www.bikeland.rs/,https://www.facebook.com/Bikeland-DOO-1381187078816144/,"KTM, Cross, Capriolo, Scout, Visitor, Explorer",1,1,0,DODATI U PRETRAGU “Bikeland”,
ChIJ8ZNJpN4gV0cREuEPwmfWtdE,bikemvsport,SERVIS I PRODAJA BICIKLI ,BIKE MV SPORT,,,,,,,,
,bikeservis1,Bike Servis,Visoko,,https://www.facebook.com/Bike-Servis-Visoko-567272100053110/,,0,1,0,,
ChIJf09KZ_c9X0cRqdkFXLCk1_A,bikeservis2,Bike Servis,Fojnica,,,,0,1,0,,
ChIJq0cia9ewVUcRhNBhdwKMWVA,bikeservis3,Servis Bicikala `VEKTOR`,Niš,,,,0,1,0,,
ChIJ_5yeaxznXEcR3E8iLe3a-KU,bikeservis4,Bicycle Repair Shop,Osijek,,https://www.facebook.com/profile.php?id=100004149825761&fref=search,,0,1,0,,
ChIJhau8y0lVb0cRLbcO5sn38Pk,bikeservis5,Servis bicikala,Varaždin,,https://www.facebook.com/Majstor-Tihi-Servis-Bicikala-847826201932522/,,0,1,0,,
ChIJm1PQfgRxWkcRkA1xkwyE6MA,bikeservis6,Servis Bicikla Kruna,Beograd,,,,0,1,0,,
ChIJoWwbalkvNRMRy8uKuHklv5k,bikeservis7,SERVIS BICIKLA MILKOVIĆ,Šibenik,,,,0,1,0,,
ChIJTdKtaavXZUcRLh98LC1p88I,bikeservis8,Bike Servis,Zagreb,,,,0,1,0,,
ChIJvbrvNBDnXEcRtqh13Pl0ifs,bikeshoposijek,Bikea Bike Shop,Osijek,,,,1,1,0,,
ChIJ1Uyq8iihZEcRQz5cCBoUo-k,bikewise,BIKEWISE shop & servis,Rijeka,http://www.bikewise.hr/,https://www.facebook.com/BikeWisehr/,,0,1,1,,
ChIJE3NAUFbWZUcRrwfS5FaINbU,bimbikezg,bicycles BIM,Zagreb,http://www.bim-bike.hr/,https://www.facebook.com/BimBikeZagreb/,KTM,1,1,0,,
ChIJN-OOgdMcX0cRs8byvAdCUxU,boca,Boca,Vitez,http://www.bocavitez.com/,https://www.facebook.com/bocavitez/,"Cube, Kellys, Capriolo, Polar, Alpina",1,1,1,,"CAT EYE, RUBENA, SCHWALBE, CONTINENTAL, PROMAX, SHIMANO, ASHIMA, KELLY`S, 
CAPRIOLO, POLAR, SCOTT, peruzzo, thule
"
ChIJj8lXd9zIWEcR24mTA2Yc3E0,bogolivestrong,Bogolivestrong,Sarajevo,http://www.bogolivestrong.com/,https://www.facebook.com/bogolivestrong.doo/,,0,1,0,,
ChIJv383XTYsY0cRifl-axXkSPY,brbsrpot,B.R.B. sport Ltd.,Pula,http://www.brbsport.hr/,https://www.facebook.com/BRB-SPORT-doo-90422445735/?ref=hl,"BRB, Cube Torpado",1,1,0,,
ChIJjSxcE2T6YUcRv-IKUmRKErY,calimero,CALIMERO SPORT Rent-a-bike/bicycle service/spare parts/adventure tour,Zadar,http://www.calimero-sport.hr/,https://www.facebook.com/calimerosportzd/,"Cinzia, Cube, Jumpertrek, Puki, Rider",1,1,1,,
ChIJN81HE2T6YUcRcM_oWhQxQgY,calimero,Prodaja i servis bicikla Zadar - Calimero Sport,Zadar,http://www.calimero-sport.hr/,https://www.facebook.com/calimerosportzd/,"Cinzia, Cube, Jumpertrek, Rider",1,1,1,,"Shimano, Cube, RFR, Ritchey, BRN, BROOKS, M-Wave, KMC, Zoom, Promax "
ChIJz6KAeqFMWUcRh0tStYJ4t3M,capriolo,Capriolo Sport Centar,Živinice Grad,http://www.jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,1,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJZTchyDCCXkcRrdwlXRUxAQI,capriolo,Capriolo Sport Centar,Doboj,http://www.jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,0,0,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJr5zLihADXkcR5aXEV_0993c,capriolo,Capriolo Sport Centar BL2,Banja Luka,http://jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,0,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJM29t4AcDXkcRAvIsQloB7NI,capriolo,Capriolo Sport Centar BL3,Banja Luka,http://jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,0,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
,capriolo,Capriolo Sport Centar BL5,Banja Luka,http://jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,0,"Aleja Svetog Save 19,U nastavku Addiko banke","Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJR63q0ks3XEcRelfe_qUXfws,capriolo,Capriolo Sport Centar Modri?a,Modri?a,http://www.jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,0,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJa_eLpd_IWEcRamQ7brHzgzg,capriolo,Capriolo Sport Centar SA1,Sarajevo,http://www.jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,0,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJBSkqlG3JWEcRYAbtx_X5Pgs,capriolo,Capriolo Sport Centar SA2,Sarajevo,http://jabihcapriolo.com/,https://www.facebook.com/JaBiHCapriolo/,"Capriolo, Cube",1,1,0,,"Krypton, Mitas, Shimano, Tacx, Bellelli, Sram, Rock Shox, Avid, Truvatin, Merida, SKS, Sigma, Michelin, Monte Grappa"
ChIJHWDk2Qu_REcRnjvrM46mURQ,capriolo,Tehnoguma,Senta,,https://www.facebook.com/Tehnoguma-Bicycles-parts-accessories-301371566861572/,,1,1,0,,
ChIJK_ghhmzKWEcRiyldJxehwSE,ciklocentar,Ciklo Centar,Ilidža,http://ciklocentar.ba/,https://www.facebook.com/Ciklo-Centar-BBK-Igman-328539207183651/,"GT, Specialized",1,1,0,,"Topeak, Sigma, Michelin, Kenda, Shimano, Peruzzo, Osprey, Hydrapak, Endura, Mighty,  ZEFAL, KINETIC,PROMAX, EXUSTAR, REMERX, KOOL STOP, PEDROS, SIXSIXONE, ALLAY, JAGWIRE, NOVATEC,KNOG, VELO, TRUVATIV, KED, LIZARD SKINS, SRAM, MAVIC, SH+, DT SWISS, HOLMENNOL, AVID, ALLAY, KMC, ERGON, Schwinn, CRANKBROTHERS"
ChIJDWj5siDJWEcRolqo1j3MN4A,ciklocentar,Ciklo Centar,Sarajevo,http://www.ciklocentar.com/,https://www.facebook.com/Ciklo-Centar-BBK-Igman-328539207183651/,"GT, Specialized",1,0,0,,"Topeak, Sigma, Michelin, Kenda, Shimano, Peruzzo, Osprey, Hydrapak, Endura, Mighty,  ZEFAL, KINETIC,PROMAX, EXUSTAR, REMERX, KOOL STOP, PEDROS, SIXSIXONE, ALLAY, JAGWIRE, NOVATEC,KNOG, VELO, TRUVATIV, KED, LIZARD SKINS, SRAM, MAVIC, SH+, DT SWISS, HOLMENNOL, AVID, ALLAY, KMC, ERGON, Schwinn, CRANKBROTHERS"
ChIJtSFBHaRDSxMR6yATw8pjOjE,ciklocentar,Ciklo centar,Mostar,http://ciklocentar.ba/,,"GT, Specialized",1,1,0,,"Topeak, Sigma, Michelin, Kenda, Shimano, Peruzzo, Osprey, Hydrapak, Endura, Mighty,  ZEFAL, KINETIC,PROMAX, EXUSTAR, REMERX, KOOL STOP, PEDROS, SIXSIXONE, ALLAY, JAGWIRE, NOVATEC,KNOG, VELO, TRUVATIV, KED, LIZARD SKINS, SRAM, MAVIC, SH+, DT SWISS, HOLMENNOL, AVID, ALLAY, KMC, ERGON, Schwinn, CRANKBROTHERS"
ChIJyUSgg5fXZUcR2GOEKZBdRcI,ciklocentarhr,CIKLO - CENTAR d.o.o.,Zagreb,http://www.ciklo-centar.hr/,https://www.facebook.com/pg/Ciklo.Centar/about/?ref=page_internal,"Kona, Superior, Shockblaze, KELLYS,Dahon",1,1,0,,"NORTHWAVE, CRATONI, SHIMANO, ATOMLAB, AVID, Kona, Michelin, Schwalbe, Maxxis, Sigma, Kryptonite, Acor, BROOKS, VELO, MONTE GRAPPA, DA BOMB, SRAM"
ChIJU_BKtF_WZUcRYDAhCWlYRP8,ciklosportzg,Ciklo-Sport,Zagreb,https://ciklo-sport.hr/,,"Kona, Superior, Dahon, Takashi, Ferrini, Sprint",1,1,0,,"Acor, Velo, Da Bomb, Schimano,SunRace, Kenda, Schwalbe, Continental, Michelin, Zefal, QT,  Kryptonite "
ChIJidYSYmkQW0cRrlfu3FqJa_0,ciklotekans,Cikloteka,Novi Sad,,https://www.facebook.com/cikloteka,,1,1,0,,
ChIJebCWfe1xWkcRZ4k5WBz_ZW8,citybikers,City-Bike,Beograd,http://www.citybike.rs/,,"Capriolo, Planetbike, Venera, Merida",1,1,0,,
ChIJG2NwUHXtWUcRcDZzysMFRMQ,colnagovaljevo,Colnago Bike-Servis i prodaja bicikli i motora,Valjevo,,,,1,1,0,,
ChIJcya0WnXtWUcRGW11LDzSBj0,colnagovaljevo,COLNAGO-Servis i prodaja bicikli i motora,Valjevo,,,,1,1,0,,
ChIJp4gyPLl6WkcRGbsPLBCBVas,crossbikers,CROSS BIKE,Beograd,http://www.crossbike.rs/,,Cross,1,0,0,"imaju 3 radnje Zajecar, i dvije u beogradu","TEKTRO, SELLE SAN MARCO, PROWHEEL, SIGMA, SIMPLA, VELO, VEE RUBBER, GIYO, ZOOM, VP COMPONENTS, ACTIVE DDK, KALLOY, KMC,KRYPTONITE, MACTRONIC, PROMAX, JAGWIRE, GRX, CROSS,"
ChIJUY6TNrYRW0cRiCIFGn14x8Q,cyclomania,Cyclomania Bike Shop i Servis,Novi Sad,http://www.cyclomania.rs/,https://www.facebook.com/CyclomaniaBikeShop/,"Trek, Cross, Capriolo, Visitor, Scout",1,1,0,,"Schimano,Sigma, Novatec, CST, Schwalbe, Luma, VDO, DMT, Michelin"
ChIJayn39VsQW0cReIs0tjjxcWo,cyclomania,KALE BIKE 3D,Novi Sad,,https://www.facebook.com/KALE-BIKE-3D-1537965159841307/,"Trek, Cross, Capriolo, Visitor, Scout",1,1,0,,"Schimano,Sigma, Novatec, CST, Schwalbe, Luma, VDO, DMT, Michelin"
ChIJu2jjGYbRZUcRN2qUtCimeOU,decathlon,Decathlon,Zagreb,http://www.decathlon.hr/,,B`TWIN,1,0,0,,
ChIJg4Z-voT6YUcRJX0gj0X_dBc,decathlon,Decathlon,Zadar,http://www.decathlon.hr/,,,1,0,0,,
ChIJ993Pp2kyZUcRFp27vU2hA6U,decathlon,Decathlon Ljubljana,Ljubljana,http://decathlon.si/,,,1,0,0,,
ChIJx293yCXnXEcRil_GZpCkdno,decathlon,Decathlon Osijek,Osijek,http://www.decathlon.hr/,,,1,0,0,,
ChIJY1x6KsumZEcRZT5THPsf8eg,decathlon,Decathlon Rijeka,Rijeka,http://www.decathlon.hr/,,,1,0,0,,
ChIJZW_mcg3cQUcReEMdoJl9Ryo,decathlon,Decathlon Skala,Nyugati tÃ©r 1,http://www.decathlon.hu/,,,1,0,0,,
ChIJQxOYTzSBqkARMFOhME4-we4,decathlon,Decathlon Vitosha,Sofia,http://www.decathlon.bg/,,,1,0,0,,
ChIJZ3CQRIh4ZkcRjq5FDYYRiGM,decathlon,Decathlon Zagreb Istok,Zagreb,http://decathlon.hr/,,,1,0,0,,
ChIJyS2_KCgTSxMR-KWy0lNbHow,dostba,DOST d.o.o,Me?ugorje,http://www.dost.ba/,,"Centurion, Carraro, SixTeam, Atala, Bianchi",1,0,0,,"CST, Schimano"
ChIJsdqbPbHXZUcRbWyf2FU8-TE,dragosport,Drago-Sport,Zagreb,http://www.drago-sport.com/,https://www.facebook.com/dragosport.hr/?fref=ts,"Cube, Basso, Cinzia",1,1,0,,"Acor, FireEye, Kenda, Shimano, Promax, Peruzzo, Schwalbe, CST, XLC, Sigma, Sport Division, Zefal, Abus"
ChIJL_QbEtzWZUcRPu2qm4kjx-c,dsg,DSG bicikli,Zagreb,http://www.dsg.hr/,https://www.facebook.com/DSGbicikli/,"Diamondback, Ghost, Haro",1,0,0,"imaju 3 radnje dvije u ZG i jedna u Bjelovaru, plus servis u ZG naveden dole","Diamondback, Ghost, Haro, Race Face, UNO, Focus, Devron, DT Swiss, JoyTech, Novatec, Shimano, Sun Ringle, Fizik, Odi, Premium Products, RMS, Velo, WTB, Tektro, Amoeba, Truvativ, SRAM, TAYA, Neco, Continental, Kenda, Slime, Vee Rubber, DT Swiss, Rock Shox, RST, Syncros, 
Wellgo, Alhonga, Baradine, Clarks, Elvedes ,Kool Stop, Magura, FSA, Avid, 
Odyssey, SST Oryg, Schwalbe, Rubena, Mozo Usa, Sigma, Magnum, OnGuard, Trelock"
ChIJk0qH_3PWZUcRqVbK2IivpLE,dsg,DSG SERVIS bicikala,Zagreb,http://www.dsg.hr/,,"Devron, Ghost, Haro",1,1,0,,"Diamondback, Ghost, Haro, Race Face, UNO, Focus, Devron, DT Swiss, JoyTech, Novatec, Shimano, Sun Ringle, Fizik, Odi, Premium Products, RMS, Velo, WTB, Tektro, Amoeba, Truvativ, SRAM, TAYA, Neco, Continental, Kenda, Slime, Vee Rubber, DT Swiss, Rock Shox, RST, Syncros, 
Wellgo, Alhonga, Baradine, Clarks, Elvedes ,Kool Stop, Magura, FSA, Avid, 
Odyssey, SST Oryg, Schwalbe, Rubena, Mozo Usa, Sigma, Magnum, OnGuard, Trelock"
ChIJgQFvoXQ2ZkcRPqrndoDs9LU,dsg,DSG bicikli d.o.o.,Bjelovar,http://www.dsg.hr/,,,1,1,0,,
ChIJhR9Zr_RvWkcRCFAp8o9WmFw,eprime,E prime electric bikes,Beograd,http://www.e-prime.net/,,E-prime,1,0,0,,
ChIJ2cuGNyJeNRMRjJn0nOS5apg,extremeshop,Bike Extremeshop2,Split,https://www.bicikla.com/,https://www.facebook.com/shop.bicikla,"Cinzia, Cube, Dahon, Giant, GT, Haibike/ Winora, Jamis, Kettler, Norco, Orbea, Scott, Specialized",1,1,0,,"Continental, Cube, Vittoria, Giant, Kenda, Topeak, Specialized, Michelin, Schwallbe, Maxxis, Byte, Shimano, Endura, Sigma, Fox, Chimpanzee, Crank Brothers, Look, SRAM"
ChIJiZ7FivxdNRMRnntKtOcoIwQ,extremeshophr,ExtremeShop,Split,http://www.bicikla.com/,https://www.facebook.com/shop.bicikla,"Cinzia, Cube, Dahon, Giant, GT, Haibike/ Winora, Jamis, Kettler, Norco, Orbea, Scott, Specialized",1,1,0,,"Continental, Cube, Vittoria, Giant, Kenda, Topeak, Specialized, Michelin, Schwallbe, Maxxis, Byte, Shimano, Endura, Sigma, Fox, Chimpanzee, Crank Brothers, Look, SRAM"
ChIJZ0p3BLznXEcRbfS-5M1D8zg,extremesporthr,Extreme Sport d.o.o,Osijek,http://www.extremesport.hr/,https://www.facebook.com/extremesport.osijek/,"Arkus, Cube, Electra, Maxim, Romet",1,1,0,,
ChIJ0WxeMBUQW0cRD9Bsi4a_1Zs,fanatic,Fanatic Bicycle Shop,Novi Sad,http://www.fanatic.rs/,https://www.facebook.com/fanaticns,"Adria, Alpina, Booster, Capriolo, Cross, Giant, Polar, Trek, Ultra, Venera",1,1,1,,
ChIJyYoW5yQQW0cRD57qCAT_w2o,fanatic,Fanatic Bike Shop & Service,Veternik,http://www.fanatic.rs/,https://www.facebook.com/fanaticns,"Adria, Alpina, Booster, Capriolo, Cross, Giant, Polar, Trek, Ultra, Venera",1,1,1,,
ChIJWa1cee5-WkcRsaHhMDAYsaU,freestylers,Freestyle Shop,Pan?evo,,,,1,1,0,,
ChIJp1C7QCs8ZEcRfJitAI7Pw-g,golfaurora,GOLF AURORA BIKE,Karlovac,http://www.golf-aurora.hr/,,"Trek, Cube, Norco, Schwinn, Rog Joma, X-Plorer, Hodala, Merida, Fuji, Gary Fisher, Wheeler, Cannondale, Orbea, Atala, Cinzia, Jumpertrek, Bottecchia",1,1,0,,
ChIJUe6pdUzRZUcRYYklWgrGxwA,haferhr,Hafer,Zagreb,http://www.hafer.hr/,,"Dema, Scott, Rockmachine, Visitor",1,1,0,,
ChIJqcA4efXWZUcRPsZiHT0Py6I,hunibikeshop,Huni Bike Shop prodaja bicikla i opreme,Prelog,http://www.huni-bike-shop.hr/,https://www.facebook.com/HuniBikeShopBicikli,"Hai bike, Cube",1,1,0,,"XLC, Shimano, SRAM, Crank Brothers, Schwalbe"
ChIJieDAXD7JWEcRh2i9vODasoc,intersport,INTERSPORT,Sarajevo,http://www.intersport.ba/,,,1,0,0,,
ChIJY_Hlwo3JWEcRhxQw4jnCiCk,intersport,INTERSPORT,Sarajevo,http://www.intersport.ba/,,,1,0,0,,
ChIJO4fnlxXKWEcRJBb0jwVnWtY,intersport,INTERSPORT,Ilidža,http://www.intersport.ba/,,,1,0,0,,
ChIJ_cnFJLtDSxMRbLaU7M7mEPw,intersport,INTERSPORT,Mostar,http://www.intersport.ba/,,,1,0,0,,
ChIJXyZmdVpRXkcRDgE1iQ95aCE,intersport,INTERSPORT,Šišava,http://www.intersport.ba/,,,1,0,0,,
ChIJwQjhkDqtXkcRknGSJSpXp6E,intersport,Intersport,Tuzla,http://www.intersport.ba/,,,1,0,0,,
ChIJQ4p2YRqtXkcR41T-5GSCBo0,intersport,Intersport,Tuzla,http://www.intersport.ba/,,,1,0,0,,
ChIJaxFFvw0DXkcRBZR0Z8TWrnM,intersport,INTERSPORT,Banja Luka,http://www.intersport.ba/,,,1,0,0,,
ChIJUwf2ShgMXEcRUsI_pC3JkB0,intersport,Intersport,Br?ko,http://www.intersport.ba/,,,1,0,0,,
ChIJP4pGMDbWZUcRHNPzW91YkpM,intersport,Intersport,Zagreb,http://www.intersport.hr/,,,1,0,0,,
ChIJAyVl5UjWZUcRUKHDEbfvVXw,intersport,Intersport,Zagreb,http://www.intersport.hr/,,,1,0,0,,
ChIJN4OZkE_RZUcRGvska0PT9Rg,intersport,Intersport,Zagreb,http://www.intersport.hr/,,,1,0,0,,
ChIJS__KKk6gZEcRX7vEpU88O78,intersport,INTERSPORT,Rijeka,http://www.intersport.hr/,,,1,0,0,,
ChIJ5b015KDAfEcRch9zj2EvEB4,intersport,Intersport,Rovinj,http://www.intersport.hr/,,,1,0,0,,
ChIJ24JZfMjSfEcRliam6UM7bUQ,intersport,Intersport,Pula,http://www.intersport.hr/,,,1,0,0,,
ChIJMUJcvoT6YUcRi2Q2G3rOZuw,intersport,Intersport,Zadar,http://www.intersport.hr/,,,1,0,0,,
ChIJjb6AbkDuShMRBZumxFaoZEA,intersport,Intersport,Makarska,http://www.intersport.hr/,,,1,0,0,,
ChIJe3YXcOF-WkcR7vJ4ZoHpiFk,intersport,Intersport,Pan?evo,http://www.intersport.rs/,,,1,0,0,,
ChIJ7fjCZ9VUb0cRLWkpEtuJ_K4,intersport,INTERSPORT,Varaždin,http://www.intersport.hr/,,,1,0,0,,
ChIJ4YHXnipVb0cRaCn9WLVQrdo,intersport,Intersport,Varaždin,http://www.intersport.hr/,,,1,0,0,,
ChIJAf59RbmPXEcRybMTzo6Args,intersport,INTERSPORT,Vukovar,http://www.intersport.hr/,,,1,0,0,,
ChIJR_8VTR3LW0cRSfKpJhuHmxc,intersport,INTERSPORT ŠABAC,Šabac,http://www.intersport.rs/,,,1,0,0,,
ChIJ0yk7nI9VXEcReGJrWZhzMUw,intersport,Intersport ?akovo,?akovo,http://www.intersport.hr/,,,1,0,0,,
ChIJy2mg_0RyV0cR_a9-2o5JU6k,intersport,INTERSPORT ?A?AK,?a?ak,http://www.intersport.rs/,,,1,0,0,,
ChIJN4gergqtaEcRUaKChLaLzZQ,intersport,Intersport ?akovec 1,?akovec,http://www.intersport.hr/,,,1,0,0,,
ChIJYe3H6gOtaEcR0qrkg-fBJVM,intersport,Intersport ?akovec 2,?akovec,http://www.intersport.hr/,,,1,0,0,,
ChIJU1qP6DzUZUcRjUZMV-PCilo,intersport,Intersport Arena Zagreb 4,Zagreb,http://www.intersport.hr/,,,1,0,0,,
ChIJMyxg7gB0ThMRRWRvOTMZAKQ,intersport,INTERSPORT Bar,Bar,http://www.intersport.me/,,,1,0,0,,
ChIJj0IAuXxlWkcR64O3HXzBRQE,intersport,INTERSPORT BEOGRAD 1,Beograd,http://www.intersport.rs/,,,1,0,0,,
ChIJjajAa4RvWkcRnkxjLcREq2A,intersport,INTERSPORT BEOGRAD 2,Beograd,http://www.intersport.rs/,,,1,0,0,,
ChIJA3Nb8tXKNBMRLwmDZW4i3-w,intersport,Intersport Biograd,Biograd na Moru,http://www.intersport.hr/,,,1,0,0,,
ChIJ4zHs_27uShMRv_ITtOKdamY,intersport,Intersport Capitol Park Makarska 1,Makarska,http://www.intersport.hr/,,,1,0,0,,
ChIJicXaIsdfNRMR2xAjxRJupWM,intersport,Intersport CCO Split 3,Split,http://www.intersport.hr/,,,1,0,0,,
ChIJzw4vZJt8Y0cRRss8qoTUlHU,intersport,Intersport Crikvenica 1,Crikvenica,http://www.intersport.hr/,,,1,0,0,,
ChIJGWezpaupTRMRLPRRXJJ88II,intersport,Intersport Crna Gora,Nikši?,https://www.intersport.me/,,,1,0,0,,
ChIJEUSWQbZ5ZkcRWZYYF0RF-mg,intersport,Intersport H MBH,Sesvete,http://www.intersport.hr/,,,1,0,0,,
ChIJodzIaC48ZEcRxXP_w0r8Ous,intersport,Intersport Karlovac 1,Karlovac,http://www.intersport.hr/,,,1,0,0,,
ChIJTd_DbNggV0cRbSs4V6XH-hk,intersport,INTERSPORT KRAGUJEVAC,Kragujevac,http://www.intersport.rs/,,,1,0,0,,
ChIJ8y78IrbYVkcR8bZgnemcTFM,intersport,INTERSPORT KRUŠEVAC,Kruševac,http://www.intersport.rs/,,,1,0,0,,
ChIJ4Y6LB0peNRMRtXbWW3GKHKE,intersport,Intersport Mall of Split 4,Split,http://www.intersport.hr/,,,1,0,0,,
ChIJ6QFLp-AKSxMRLpfkwN6EBvM,intersport,Intersport Metkovi? 1,Metkovi?,http://www.intersport.hr/,,,1,0,0,,
ChIJJzO-UxEQW0cRKmuB91fKZy0,intersport,INTERSPORT NOVI SAD 1,Novi Sad,http://www.intersport.rs/,,,1,0,0,,
ChIJA8IzMQIRW0cRBqeNJwoaG5Q,intersport,INTERSPORT NOVI SAD 2,Novi Sad,http://www.intersport.rs/,,,1,0,0,,
ChIJCfI_lU3mXEcReQaO7orUd68,intersport,Intersport Osijek 1,Osijek,http://www.intersport.hr/,,,1,0,0,,
ChIJSV5Xq0HrTRMR88gBk28NWZU,intersport,Intersport Podgorica,Podgorica,http://www.intersport.rs/,,,1,0,0,,
ChIJW2PZ7caEXUcRTb4EDNggNQc,intersport,Intersport Pozega 1,Požega,http://www.intersport.hr/,,,1,0,0,,
ChIJ38mlsyNeNRMRReW9gtFkX18,intersport,Intersport Prima Split 2,Split,http://www.intersport.hr/,,,1,0,0,,
ChIJ24JZfMjSfEcRn1whUTq42aA,intersport,Intersport Pula 1,Pula,http://www.intersport.hr/,,,1,0,0,,
ChIJoRUg7bWmZEcRMWpb1i1UQAs,intersport,Intersport Rijeka 2,Rijeka,http://www.intersport.hr/,,,1,0,0,,
ChIJl3jITajAfEcRKOil8bN56zM,intersport,Intersport Rovinj 1,Rovinj,http://www.intersport.hr/,,,1,0,0,,
ChIJ07lejohlWkcR3VXTFW6YwqA,intersport,INTERSPORT S TRGOVINA,Beograd,http://www.intersport.rs/,,,1,0,0,,
ChIJB2DHe1CWfEcRGxYaEJucR9c,intersport,Intersport Sport Hall,Pore?,http://www.intersport.hr/,,,1,0,0,,
ChIJh9FMxp8-ZEcR9iMNKjYnyCY,intersport,Intersport Supernova Karlovac 2,Karlovac,http://www.intersport.hr/,,,1,0,0,,
ChIJRWTSmu9wWkcRcNNWW6j0b9Q,intersport,Intersport TC Stadion,Beograd,http://www.intersport.rs/,,,1,0,0,,
ChIJs4D1VmQTThMR2Edvi-TqDkI,intersport,INTERSPORT Ulcinj,Ulcinj,http://www.intersport.me/,,,1,0,0,,
