ID,ISO,Name,NEWISO,NEWNAME,ISOCOLONY,COLONYNAME,SIDE1,SIDE2
404,DEU,Neumünster Städte,DEU,Neumünster Städte,DEU,,,
405,DEU,Nordfriesland,DEU,Nordfriesland,DEU,,,
406,DEU,Ostholstein,DEU,Ostholstein,DEU,,,
407,DEU,Pinneberg,DEU,Pinneberg,DEU,,,
408,DEU,Plön,DEU,Plön,DEU,,,
409,DEU,Rendsburg-Eckernförde,DEU,Rendsburg-Eckernförde,DEU,,,
410,DEU,Schleswig-Flensburg,DEU,Schleswig-Flensburg,DEU,,,
411,DEU,Segeberg,DEU,Segeberg,DEU,,,
412,DEU,Steinburg,DEU,Steinburg,DEU,,,
413,DEU,Stormarn,DEU,Stormarn,DEU,,,
414,DEU,Altenburger Land,DEU,Altenburger Land,DEU,,,
415,DEU,Eichsfeld,DEU,Eichsfeld,DEU,,,
416,DEU,Erfurt Städte,DEU,Erfurt Städte,DEU,,,
417,DEU,Gera Städte,DEU,Gera Städte,DEU,,,
418,DEU,Gotha,DEU,Gotha,DEU,,,
419,DEU,Greiz,DEU,Greiz,DEU,,,
420,DEU,Hildburghausen,DEU,Hildburghausen,DEU,,,
421,DEU,Ilm-Kreis,DEU,Ilm-Kreis,DEU,,,
422,DEU,Jena Städte,DEU,Jena Städte,DEU,,,
423,DEU,Kyffhäuserkreis,DEU,Kyffhäuserkreis,DEU,,,
424,DEU,Nordhausen,DEU,Nordhausen,DEU,,,
425,DEU,Sömmerda,DEU,Sömmerda,DEU,,,
426,DEU,Saale-Holzland,DEU,Saale-Holzland,DEU,,,
427,DEU,Saale-Orla,DEU,Saale-Orla,DEU,,,
428,DEU,Saalfeld-Rudolstadt,DEU,Saalfeld-Rudolstadt,DEU,,,
429,DEU,Schmalkalden-Meiningen,DEU,Schmalkalden-Meiningen,DEU,,,
430,DEU,Sonneberg,DEU,Sonneberg,DEU,,,
431,DEU,Suhl Städte,DEU,Suhl Städte,DEU,,,
432,DEU,Unstrut-Hainich,DEU,Unstrut-Hainich,DEU,,,
433,DEU,Wartburgkreis,DEU,Wartburgkreis,DEU,,,
434,DEU,Weimar Städte,DEU,Weimar Städte,DEU,,,
435,DEU,Weimarer Land,DEU,Weimarer Land,DEU,,,
